date, pm25, pm10, o3, no2, so2, co
3/05/2014,126,70,18,16,6,16
4/05/2014,134,39,35,16,7,13
5/05/2014,88,60,30,20,8,17
6/05/2014,131,74,11,24,11,29
7/05/2014,155,54,14,22,6,27
8/05/2014,124,53,26,27,7,21
9/05/2014,101,48,27,24,8,17
10/05/2014,78,61,70,24,8,14
11/05/2014,110,66,12,32,8,24
12/05/2014,134,60,23,30,7,20
13/05/2014,110,62,40,32,9,17
14/05/2014,101,54,35,27,9,16
15/05/2014,108,67,8,32,7,23
16/05/2014,133,48,13,28,9,17
17/05/2014,93,61,14,17,6,13
18/05/2014,117,58,31,33,10,28
19/05/2014,106,42,12,22,7,20
20/05/2014,85,49,14,20,7,17
21/05/2014,85,50,17,23,8,17
22/05/2014,73,58,19,26,8,16
23/05/2014,95,58,18,22,7,14
24/05/2014,108,54,10,17,6,12
25/05/2014,105,55,15,21,7,24
26/05/2014,104,48,7,24,6,23
27/05/2014,99,47,12,30,7,24
28/05/2014,96,65,5,16,6,23
29/05/2014,137,68,8,20,6,20
30/05/2014,119,39,12,17,7,17
31/05/2014,76,59,10,5,6,14
1/06/2014,105,53,22,17,7,16
2/06/2014,101,55,14,24,7,17
3/06/2014,101,59,16,18,6,19
4/06/2014,113,93,25,25,7,23
5/06/2014,177,45,17,27,8,21
6/06/2014,92,41,37,21,7,13
7/06/2014,92,49,37,19,7,14
8/06/2014,106,67,34,30,8,21
9/06/2014,126,68,13,28,8,21
10/06/2014,141, , , , , 
17/06/2014, ,56,7,41,7,28
18/06/2014,117,62,6,32,6,27
19/06/2014,122,54,11,23,7,20
20/06/2014,97,61,31,27,6,20
21/06/2014,111,49,8,17,6,15
22/06/2014,118,74,22,32,6,31
23/06/2014,151,82,10,37,6,26
24/06/2014,162,61,5,34,6,27
25/06/2014,115,54,17,22,7,19
26/06/2014,105,62,15,27,7,19
27/06/2014,125,40,10,24,7,17
28/06/2014,89,57,7,28,7,18
29/06/2014,116,53,7,21,7,17
30/06/2014,119,38,6,23,7,20
1/07/2014,92,44,6,25,7,21
2/07/2014,95,26,6,24,7,19
3/07/2014,57,20,6,27,7,18
4/07/2014,54,24,6,23,7,19
5/07/2014,71,30,6,28,7,20
6/07/2014,90,16,6,28,7,20
7/07/2014,55,25,18,21,7,15
8/07/2014,73,36,4,27,8,21
9/07/2014,80,39,15,21,9,19
10/07/2014,85,55,4,24,8,23
11/07/2014,110,43,2,17,10,18
12/07/2014,96,19,2,7,9,10
13/07/2014,53, , , , , 
15/07/2014, ,44,2,29,9,25
16/07/2014,80,36,2,27,8,27
17/07/2014,83,52,23,14,9,12
18/07/2014,114,43,6,12,8,9
19/07/2014,92,18,3,16,8,14
20/07/2014,48,13,3,24,8,23
21/07/2014,46,20,10,34,9,21
22/07/2014,67,17,30,22,9,17
23/07/2014,59,25,26,30,10,20
24/07/2014,79,17,3,11,8,7
25/07/2014,64, , , , , 
27/07/2014, ,20,6,31,10,26
28/07/2014,69,18,13,23,9,18
29/07/2014,64,21,8,20,9,17
30/07/2014,71,30,9,31,10,22
31/07/2014,94,12,4,26,10,21
1/08/2014,47,13,13,24,10,17
2/08/2014,50,18,21,19,10,12
3/08/2014,59,29,17,24,10,18
4/08/2014,86,36,3,21,10,21
5/08/2014,108, ,2,24,9,23
6/08/2014, , ,3,27,10,29
7/08/2014, , ,4,27,10,21
8/08/2014, , ,6,25,10,21
9/08/2014, , ,7,10,11,18
10/08/2014, , ,4,20,11,20
11/08/2014, , ,26,19,11,16
12/08/2014, , ,16,15,9,10
13/08/2014, , ,25,19,10,13
14/08/2014, , ,6,20,10,15
15/08/2014, , ,4,25,11,20
17/08/2014, , ,4,32,11,26
18/08/2014, , ,4,17,10,17
19/08/2014, , ,15,23,10,19
20/08/2014, ,53,7,42,15,29
21/08/2014,118,45,4,23,11,25
22/08/2014,100,44,3,21,12,18
23/08/2014,85,48,3,21,12,22
24/08/2014,108,36,3,23,12,22
25/08/2014,84, ,4,18,11,18
26/08/2014, ,41,9,17,11,14
27/08/2014,94,38,12,13,11,9
28/08/2014,94,23,6,16,10,16
29/08/2014,63,38,10,21,11,14
30/08/2014,86,59,25,22,12,18
31/08/2014,127,44,5,16,12,13
1/09/2014,105,30,4,20,11,21
2/09/2014,75,52,4,23,11,23
3/09/2014,117,54,5,30,13,25
4/09/2014,109,40,3,26,13,25
5/09/2014,72,48,3,23,13,23
6/09/2014,90,54,37,25,13,18
7/09/2014,110,74,20,34,13,27
8/09/2014,158,56,15,29, ,23
9/09/2014,121,48,4,21, ,20
10/09/2014,99,43,3,24, ,21
11/09/2014,85,47,3,24, ,24
12/09/2014,94,48,8,26, ,20
13/09/2014,94,51,14,26, ,18
14/09/2014,111,44,19,23, ,15
15/09/2014,103,42,18,11, ,10
16/09/2014,106,22,19,12, ,11
17/09/2014,59,30,5,19, ,21
18/09/2014,75,60,5,27, ,26
19/09/2014,133,45,4,20, ,20
20/09/2014,103,36,19,22, ,16
21/09/2014,87,57,6,19, ,14
22/09/2014,130,57,41,44, , 
23/09/2014,117,74,23,30, , 
24/09/2014,146,88,40, , ,28
25/09/2014,173,78,3,52, ,26
26/09/2014,160,57,3,26, ,24
27/09/2014,132,43,3,19, ,18
28/09/2014,104,36,2,17, ,25
29/09/2014,81,37,7,25, ,20
30/09/2014,89,42,5,29, ,24
1/10/2014,103,37,12,29, ,24
2/10/2014,94,41,16,32, ,25
3/10/2014,104,31,14,25, ,22
4/10/2014,83,12,7,13, ,10
5/10/2014,43,24,35,20, ,12
6/10/2014,75,25,25,33, ,19
7/10/2014,75,34,31,32, ,23
8/10/2014,96,38,31,34, ,22
9/10/2014,106,39,38,37, ,30
10/10/2014,109,45,30,26, ,22
11/10/2014,123, , , , , 
12/10/2014, ,8,25,37, ,19
13/10/2014,28,11,28,38, ,20
14/10/2014,38, ,29,33, ,19
15/10/2014, , ,27,39, ,25
16/10/2014, , ,15,32, ,31
17/10/2014, , ,15,29, ,21
18/10/2014, , ,14,29, ,20
19/10/2014, , ,12,26, ,23
20/10/2014, , ,15,26, ,26
21/10/2014, , ,6,15, ,14
22/10/2014, , ,9,20, ,17
23/10/2014, , ,10,24, ,18
24/10/2014, , ,11,15, ,17
27/10/2014, , ,14,22, ,27
28/10/2014, , ,4,15, ,18
29/10/2014, , ,8,14, ,20
30/10/2014, , ,4,15, ,23
31/10/2014, , ,4,14, ,19
1/11/2014, , ,5,13, ,13
2/11/2014, , ,5,17, ,12
3/11/2014, , ,12,26, ,18
4/11/2014, , ,18,31, ,27
5/11/2014, , ,10,14, ,17
6/11/2014, , ,3,11, ,12
7/11/2014, , ,3,14, ,11
8/11/2014, , ,2,14, ,13
9/11/2014, , ,19,13, ,22
10/11/2014, , ,17,11, ,16
11/11/2014, , ,9,14, ,12
12/11/2014, , ,23,17, ,12
13/11/2014, , ,27,24, ,14
14/11/2014, , ,15,27, ,17
15/11/2014, , ,21,15, ,12
16/11/2014, , ,15,17, ,13
17/11/2014, , ,17,16, ,12
18/11/2014, , ,30,20, ,17
19/11/2014, , ,27,31, ,19
20/11/2014, , ,20,36, ,24
21/11/2014, , ,24,26, ,18
22/11/2014, , ,43,25, ,17
23/11/2014, , ,67,23, ,21
24/11/2014, , ,73,24, ,17
25/11/2014, , ,189,19, ,14
26/11/2014, , ,189,18, ,19
27/11/2014, , ,185,16, ,16
28/11/2014, , ,196,14, ,10
29/11/2014, , ,181,18, ,16
30/11/2014, , ,118,21, ,17
1/12/2014, , ,20,15, ,14
2/12/2014, , ,10,15, ,15
3/12/2014, , ,9,17, ,14
4/12/2014, , ,12,23, ,14
5/12/2014, , ,11,25, ,15
6/12/2014, , ,11,13, ,9
7/12/2014, , ,15,24, ,12
8/12/2014, , ,8,31, ,21
9/12/2014, , ,9,16, ,13
10/12/2014, , ,9,17, ,12
11/12/2014, , ,9,14, ,11
12/12/2014, , ,10,22, ,15
13/12/2014, , ,10,31, ,16
14/12/2014, , ,10,30, ,18
15/12/2014, , ,10,21, ,11
16/12/2014, , ,10,20, ,13
17/12/2014, , ,10,27, ,26
18/12/2014, , ,10,30, ,37
19/12/2014, , ,10,31, ,23
20/12/2014, , ,10,21, ,14
21/12/2014, , ,10,23, ,17
22/12/2014, , ,10,35, ,23
23/12/2014, , ,10,43, ,31
24/12/2014, , ,11,39, ,31
25/12/2014, , ,11,25, ,27
26/12/2014, , ,10,15,4,14
3/01/2016, , ,17,20,6,23
4/01/2016,188, ,23,19,6,22
5/01/2016,168, , , , , 
10/01/2016, , ,7,14,6,13
11/01/2016,99,6,25,16,6,24
12/01/2016,30,4,13,14,6,19
13/01/2016,14,3,11,10,6,18
14/01/2016,9,1,11,7,6,9
15/01/2016,6, , , , , 
18/01/2016, ,7,5,3,6,13
19/01/2016,20,6,11, ,6,10
20/01/2016,20,5,10, ,6,13
21/01/2016,18,2,10, ,6,11
22/01/2016,6,3,20, ,6,5
23/01/2016,8,4,28, ,6,2
24/01/2016,12,42,15,5,6,5
25/01/2016,78, ,14, ,6,4
26/01/2016, ,30,17,1,6,8
27/01/2016,87,9,14, ,6,12
28/01/2016,41, , , , , 
18/02/2016, ,9,18,26,6,14
19/02/2016,34,9,12,31,6,16
20/02/2016,27, , , , , 
21/02/2016, ,5,16,25,6,17
22/02/2016,16,3,15,16,6,10
23/02/2016,10, ,19,16,6,9
24/02/2016, , ,14,12,7,6
25/02/2016, ,72,12,17,6,20
26/02/2016,159,60,19,16,7,14
27/02/2016,143,80,30,22,7,16
28/02/2016,157,83,29,27,7,17
29/02/2016,150,99,40,31,7,25
1/03/2016,167, , , , , 
3/03/2016, ,54,2,21,7,19
4/03/2016,123,44,4,14,7,25
5/03/2016,114,56,22,13,7,14
6/03/2016,137,49,20,9,7,13
7/03/2016,118,34,74,6,7,21
8/03/2016,89,43,54,11,7,20
9/03/2016,104,37,14,14,7,11
10/03/2016,70,54,19,19,7,13
11/03/2016,101,61,14,17,7,16
12/03/2016,143,53,19,14,7,11
13/03/2016,132,62,16,23,7,16
14/03/2016,134,61,19,23,7,19
15/03/2016,136,52,18,20,7,22
16/03/2016,125,53,17,18,7,21
17/03/2016,126,53,50,12,7,21
18/03/2016,134,56,60,10,7,20
19/03/2016,136,33,4,6,7,5
20/03/2016,98,54,52,6,7,16
21/03/2016,125,48,67,6,7,24
22/03/2016,115,45,23,7,7,15
23/03/2016,110, , , , , 
30/03/2016, ,63,3,18, ,26
31/03/2016,148,60,15,12, ,24
1/04/2016,139,33,38,8, ,16
2/04/2016,89,44,26,7, ,12
3/04/2016,102,43,25,7, ,17
4/04/2016,95,45,28,6, ,14
5/04/2016,100,46,50,7, ,14
6/04/2016,101,51,47,5, ,19
7/04/2016,112,44,46,9, ,23
8/04/2016,106,53,17,6, ,9
9/04/2016,125, , , , , 
12/04/2016, ,63,32,22, ,26
13/04/2016,141,64,101,17, ,24
14/04/2016,143,60,118,12, ,21
15/04/2016,143, , , , , 
18/04/2016, ,48, ,11, ,18
19/04/2016,98,30, ,11, ,11
20/04/2016,74,40,29,10, ,24
21/04/2016,91,24,36,15, ,26
22/04/2016,66, , , , , 
24/04/2016, ,30,74,13, ,26
25/04/2016,62,42,97,10, ,27
26/04/2016,86,48,161,8, ,31
27/04/2016,102,46,114,14, ,31
28/04/2016,92,50,95,11, ,43
29/04/2016,116,44,96,9, ,31
30/04/2016,104,23,66,8, ,21
1/05/2016,64,27,151,3, ,8
2/05/2016,77, , , , , 
8/05/2016, ,38,122,8, ,28
9/05/2016,85,38,167,10, ,25
10/05/2016,85,49,116,13, ,30
11/05/2016,102,38,131,14,12,33
12/05/2016,84,31,159,12,12,23
13/05/2016,72,27,128,6,11,21
14/05/2016,61,34,145,5,11,18
15/05/2016,74,39,52,9,11,15
16/05/2016,71,37,43,12,11,25
17/05/2016,71,14,76,9,11,27
18/05/2016,29,13,166,6,11,26
19/05/2016,27,12,159,7,11,21
20/05/2016,26,4,136,6,11,17
21/05/2016,13,5,111,8,11,30
22/05/2016,15,5,94,9,11,37
23/05/2016,15,4,131,4,11,27
24/05/2016,13,5,133,5,11,32
25/05/2016,15,34,155,2,11,22
26/05/2016,76,25,156,4,11,34
27/05/2016,53,14,146,6,11,25
28/05/2016,25,6,150,4,11,26
29/05/2016,18,4,116,5,11,36
30/05/2016,13,6,83,5,11,22
31/05/2016,14,6,62,4,11,19
1/06/2016,11,9,45,5,11,20
2/06/2016,14,6,36,5,12,20
3/06/2016,10,4,33,5,11,25
4/06/2016,8, , , , , 
6/06/2016, ,4,22,15,12,29
7/06/2016,8, , , , , 
21/06/2016, ,63,20,4,13,24
22/06/2016,150,38,33,5,13,28
23/06/2016,78,36,23,7,13,27
24/06/2016,72,37,23,9,13,26
25/06/2016,79,40,21,9,13,18
26/06/2016,79,28,25,8,13,26
27/06/2016,69,33,26,8,13,26
28/06/2016,73,35,8,3,13,28
29/06/2016,81,30,8,2,13,36
30/06/2016,73,22,8,2,13,18
1/07/2016,52,28,8,3,13,17
2/07/2016,59, , , , , 
6/07/2016, ,29,8,5,13,38
7/07/2016,68,59,8,2,13,24
8/07/2016,142, , , , , 
12/07/2016, ,38,8,5, , 
13/07/2016,88,29,9,9,13,29
14/07/2016,71,34,9,11,13,20
15/07/2016,71,6,8,6,13,14
16/07/2016,15, , , , , 
25/07/2016, ,25,8,25,15,13
26/07/2016,50,35,8,15,13,10
27/07/2016,59, , , , , 
7/08/2016, ,29,9,15,13,14
8/08/2016,63,31,9,13,14,16
9/08/2016,69,30,9,8,14,15
10/08/2016,71,29,9,10,13,18
11/08/2016,74,19,9,9,12,14
12/08/2016,56,17,9,7,12,13
13/08/2016,45,7,9,9,12,18
14/08/2016,21,9,10,8,12,11
15/08/2016,27, , , , , 
16/08/2016, , ,9,8,12,21
17/08/2016, , ,10,8,12,16
19/08/2016, , ,9,8,13,19
21/08/2016, ,32,9,8,13,25
22/08/2016,77,35,9,9,13,21
23/08/2016,85,46,9,9,13,17
24/08/2016,100,56,9,9,13,17
25/08/2016,117,55,9,10,13,16
26/08/2016,112,28,9,8,13,11
27/08/2016,66,20,9,7,13,14
28/08/2016,56,45,9,12,13,22
29/08/2016,99,63,10,18,13,26
30/08/2016,136,51,10,15,13,24
31/08/2016,108,31,9,11,13,19
1/09/2016,64,21,10,7,13,10
2/09/2016,56,36,10,10,13,15
3/09/2016,82,53,13,11,13,17
4/09/2016,121,55,13,12,13,19
5/09/2016,128,47,18,9,13,21
6/09/2016,112,30,10,10,13,21
7/09/2016,80,47,13,11,14,26
8/09/2016,105,44,11,14,14,26
9/09/2016,86,39,9,2,13,9
10/09/2016,86, , , , , 
13/09/2016, ,50,7,17,13,31
14/09/2016,91,54,7,8,12,17
15/09/2016,123, , , , , 
4/10/2016, ,65,7, ,11,54
5/10/2016,146,62,5,11,14,44
6/10/2016,120,36,6,11,14,35
7/10/2016,78, , , , , 
10/10/2016, ,2,4,17,14,44
11/10/2016,6, ,5,12,14,29
12/10/2016, ,60,1,7,12,44
13/10/2016,139,55,1,4,13,22
14/10/2016,132, , , , , 
17/10/2016, ,44,2,25,13,19
18/10/2016,76,34,1,42,14,32
19/10/2016,49,38,2,72,16,59
20/10/2016,75, , , , , 
22/10/2016, ,52,4,49,14,53
23/10/2016,115, , , , , 
24/10/2016, ,30,3,32,13,13
25/10/2016,75,29,11,31,13,41
26/10/2016,70,34,3,31,13,37
27/10/2016,78,39,6,45,14,47
28/10/2016,84,41,4,45,14,37
29/10/2016,92,26,2,34,14,21
30/10/2016,74,31,1,33,13,28
31/10/2016,83,23,1,31,14,24
1/11/2016,65,31,1,33,17,28
2/11/2016,80,37,2,52,15,47
3/11/2016,84,71,1,46,15,36
4/11/2016,163,58,2,63,14,50
5/11/2016,121,59,2,57,15,54
6/11/2016,135,61,2,48,15,65
7/11/2016,139,29,16,17,10,33
8/11/2016,78,10,17,5,9,19
9/11/2016,37,21,19,6,9,22
10/11/2016,61,42,28,14,10,35
11/11/2016,99,68,45,13,13,58
12/11/2016,154,56,44,9,10,42
13/11/2016,130,30,20,5,9,40
14/11/2016,75,35,23,6,10,47
15/11/2016,75,39,25,6,10,54
16/11/2016,87,44,29,10,15,54
17/11/2016,96,51,33,8,12,57
18/11/2016,114,52,53,13,13,49
19/11/2016,123,44,41,10,12,37
20/11/2016,109,42,44,13,12,59
21/11/2016,98,36,36,7,12,57
22/11/2016,87,27,33,8,13,46
23/11/2016,70,26,23,5,12,24
24/11/2016,72,35,23,8,13,29
25/11/2016,95,25,16,6,12,20
26/11/2016,63,39,35,14,14,27
27/11/2016,96,51,41,19,21,38
28/11/2016,120,48,21,17,17,44
29/11/2016,115,39,30,13,15,25
30/11/2016,100,35,35,13,14,32
1/12/2016,90, , , , , 
3/12/2016, ,78,40,18,15,102
4/12/2016,169,69,67,13,22,56
5/12/2016,164,45,30,10,18,35
6/12/2016,143,52,48,15,23,54
7/12/2016,131,61,43,15,19,77
8/12/2016,144,69,79,25,26,59
9/12/2016,164,62,42,24,28,58
10/12/2016,152,64,57,20,19,46
11/12/2016,154,43,31,10,12,44
12/12/2016,114,33,30,8,15,50
13/12/2016,90,31,18,7,14,31
14/12/2016,91,24,14,7,10,25
15/12/2016,76,42,22,10,15,39
16/12/2016,112,46,25,16,22,52
17/12/2016,119,60,34,15,28,56
18/12/2016,156,62,49,5,20,76
19/12/2016,147,28,18,2,11,44
20/12/2016,81,31,19,3,14,52
21/12/2016,85,25,15,4,14,31
22/12/2016,72,43,27,11,18,50
23/12/2016,113,29,19,6,15,53
24/12/2016,82,13,15,3,12,38
25/12/2016,42,10,14,4,13,48
26/12/2016,31,3,11,8,12,25
27/12/2016,8,25,25,12,16,50
28/12/2016,62,57,28,13,24,53
29/12/2016,139,58,29,15,22,61
30/12/2016,143,75,38,17,23,58
31/12/2016,171, , , , , 
1/01/2017, ,60,23,6,12,70
2/01/2017,158,61,36,11,17,69
3/01/2017,159,42,20,8,18,66
4/01/2017,115,26,9,6,12,28
5/01/2017,80,35,15,7,12,48
6/01/2017,102,37,20,9,12,40
7/01/2017,104,35,15,7,14,44
8/01/2017,104,26,15,4,13,54
9/01/2017,81,35,17, ,12,85
10/01/2017,106,18,10,4,10,40
11/01/2017,65,6,1,5,8,20
12/01/2017,24, , , , , 
16/01/2017, ,31, , ,10,16
17/01/2017,84,44,21,13,11,35
18/01/2017,115,56,21,5,14,70
19/01/2017,147,32,9,6,13,40
20/01/2017,82,40,9,7,13,27
21/01/2017,114,42,8,6,15,23
22/01/2017,120, , , , , 
23/01/2017, ,49,19,21,17,71
24/01/2017,129,52,21,14,14,51
25/01/2017,141,47,18,15,14,47
26/01/2017,129,39,15,10,13,32
27/01/2017,112,26,13,6,10,16
28/01/2017,81,17,4,6,10,20
29/01/2017,62,19,6,7,12,20
30/01/2017,68,26,9,9,12,33
31/01/2017,82,23,6,6,14,34
1/02/2017,76,26,4,8,13,39
2/02/2017,80,24,4,7,14,40
3/02/2017,77,21,9,7,11,23
4/02/2017,70,25,5,7,11,30
5/02/2017,78,22,3,8,12,37
6/02/2017,71,19,3,6,12,28
7/02/2017,62,21,4,6,13,37
8/02/2017,63,17,3,9,12,29
9/02/2017,59,123,7,11,15,18
10/02/2017,98,44,9,12,15, 
11/02/2017,125,44,12,14,15, 
12/02/2017,123,47,13,22,23, 
13/02/2017,128,50,14,14,14, 
14/02/2017,140,41,12,16,19, 
15/02/2017,113,23,3,11,13, 
16/02/2017,74, , , , , 
19/02/2017, ,14,2,6,11, 
20/02/2017,45,10,10,5,12, 
21/02/2017,39,10,13,3,11, 
22/02/2017,39,14,2,5,12, 
23/02/2017,53,16, ,9,13, 
24/02/2017,59,16,2,9,12, 
25/02/2017,59,20,4,9,14, 
26/02/2017,69,21,4,14,14, 
27/02/2017,70,27,7,12,24, 
28/02/2017,83,49,14,10,13, 
1/03/2017,126,74,20,12,16, 
2/03/2017,156,70,4,15,17, 
3/03/2017,151,63,5,10,13, 
4/03/2017,150,55,7,7,13, 
5/03/2017,131,58,1,6,17, 
6/03/2017,137,53,3,6,13, 
7/03/2017,142, , , , , 
9/03/2017, ,73, ,12,12, 
10/03/2017,160,60, ,4,11, 
11/03/2017,151,36, ,4,10, 
12/03/2017,92,35, ,3,10, 
13/03/2017,88, , , , , 
14/03/2017, ,46,15,1,11, 
15/03/2017,108,40,21,2,16, 
16/03/2017,110,43,18,3,13, 
17/03/2017,106,40,19,4,10, 
18/03/2017,99,30,20,4,10, 
19/03/2017,78,35,15,4,10, 
20/03/2017,80,28,12,5,10, 
21/03/2017,68,31,11,4,10, 
22/03/2017,74,30,11,4,10, 
23/03/2017,75,29,13,3,10, 
24/03/2017,73,28,11,6,13, 
25/03/2017,69,34,10,7,13, 
26/03/2017,77,46,10,10,14, 
27/03/2017,96,60,18,13,16, 
28/03/2017,136,48,18,8,12, 
29/03/2017,116,43,15,24,14, 
30/03/2017,101,25,10,19,13, 
31/03/2017,68,37,11,22,14, 
1/04/2017,87,48,13,34,16, 
2/04/2017,106,52,16,36,17, 
3/04/2017,116,34,9,20,13, 
4/04/2017,83,37,12,17,13, 
5/04/2017,88,34,13,14,13, 
6/04/2017,83,32,18,12,12, 
7/04/2017,79,35,20,11,12, 
8/04/2017,84,40,18,14,13, 
9/04/2017,92,46,18,18,14, 
10/04/2017,101,44,15,28,14, 
11/04/2017,94,34,12,19,13, 
12/04/2017,83,18,14,55,15, 
13/04/2017,48,23,14,75,14, 
14/04/2017,55,4,4,39,12, 
15/04/2017,14, , , , , 
16/04/2017, ,14,19,69,12, 
17/04/2017,39,8,17,36,12, 
18/04/2017,26,10,22,51,13, 
19/04/2017,30,24,15,27,13, 
20/04/2017,53,50,14,22,13, 
21/04/2017,113, , , , , 
24/04/2017, ,33,13,24,13, 
25/04/2017,78,41,16,25,13, 
26/04/2017,98,28,15,19,13, 
27/04/2017,72,38,17,29,14, 
28/04/2017,82,42,13,30,14, 
29/04/2017,87,35,14,22,13, 
30/04/2017,87,30,12,16,12, 
1/05/2017,73,30,9,15,12, 
2/05/2017,73,36,9,17,12, 
3/05/2017,83,34,16,22,13, 
4/05/2017,81,30,10,26,13, 
5/05/2017,71,35,13,24,13, 
6/05/2017,85,30,11,21,13, 
7/05/2017,74,26,10,17,12, 
8/05/2017,65,27,11,20,13, 
9/05/2017,66,26,11,19,12, 
10/05/2017,66,24,9,14,12, 
11/05/2017,60,21,16,16,12, 
12/05/2017,60,27,12,25,12, 
13/05/2017,68,24,9,16,12, 
14/05/2017,61,22,11,16,12, 
15/05/2017,57,28,12,16,12, 
16/05/2017,70, , , , , 
17/05/2017, ,26,13,17,12, 
18/05/2017,75,15,13,13,12, 
19/05/2017,56,24,11,18,12, 
20/05/2017,64,32,17,18,13, 
21/05/2017,78,27,12,15,12, 
22/05/2017,65,31,11,17,12, 
23/05/2017,72,21,14,18,11, 
24/05/2017,60,25,13,17,11, 
25/05/2017,61,26,12,21,11, 
26/05/2017,55,37,15,24,12, 
27/05/2017,81,47,16,27,12, 
28/05/2017,102,58,17,28,12, 
29/05/2017,136, , , , , 
30/05/2017, ,30,13,19,13, 
31/05/2017,72,29,15,14,14, 
1/06/2017,59,34,16,15,16, 
